page_size	q05_page	nearest_predecessor_member	distance_kernels	observed_in_predecessor
4K	0x7dcc18ea7	33	1	YES
4K	0x7dcc18ea8	33	1	YES
4K	0x7dcc18ea9	33	1	YES
4K	0x7dcc18eaa	33	1	YES
4K	0x7dcc18eab	33	1	YES
4K	0x7dcc18eac	33	1	YES
4K	0x7dcc18ead	33	1	YES
4K	0x7dcc18eae	33	1	YES
4K	0x7dcc18eaf	33	1	YES
4K	0x7dcc18eb0	33	1	YES
4K	0x7dcc18eb1	33	1	YES
4K	0x7dcc18eb2	33	1	YES
4K	0x7dcc18eb3	33	1	YES
4K	0x7dcc18eb4	33	1	YES
4K	0x7dcc18eb5	33	1	YES
4K	0x7dcc18eb6	33	1	YES
4K	0x7dcc18eb7	33	1	YES
4K	0x7dcc18eb8	33	1	YES
4K	0x7dcc18eb9	33	1	YES
4K	0x7dcc18eba	33	1	YES
4K	0x7dcc18ebb	33	1	YES
4K	0x7dcc18ebc	33	1	YES
4K	0x7dcc18ebd	33	1	YES
4K	0x7dcc18ebe	33	1	YES
4K	0x7dcc18ebf	33	1	YES
4K	0x7dcc18ec0	33	1	YES
4K	0x7dcc18ec1	33	1	YES
4K	0x7dcc18ec2	33	1	YES
4K	0x7dcc18ec3	33	1	YES
4K	0x7dcc18ec4	33	1	YES
4K	0x7dcc18ec5	33	1	YES
4K	0x7dcc18ec6	33	1	YES
4K	0x7dcc18ec7	33	1	YES
4K	0x7dcc18ec8	33	1	YES
4K	0x7dcc18ec9	33	1	YES
4K	0x7dcc18eca	33	1	YES
4K	0x7dcc18ecb	33	1	YES
4K	0x7dcc18ecc	33	1	YES
4K	0x7dcc18ecd	33	1	YES
4K	0x7dcc18ece	33	1	YES
4K	0x7dcc18ecf	33	1	YES
4K	0x7dcc18ed0	33	1	YES
4K	0x7dcc18ed1	33	1	YES
4K	0x7dcc18ed2	33	1	YES
4K	0x7dcc18ed3	33	1	YES
4K	0x7dcc18ed4	33	1	YES
4K	0x7dcc18ed5	33	1	YES
4K	0x7dcc18ed6	33	1	YES
4K	0x7dcc18ed7	33	1	YES
4K	0x7dcc18ed8	33	1	YES
4K	0x7dcc18ed9	33	1	YES
4K	0x7dcc18eda	33	1	YES
4K	0x7dcc18edb	33	1	YES
4K	0x7dcc18edc	33	1	YES
4K	0x7dcc18edd	33	1	YES
4K	0x7dcc18ede	33	1	YES
4K	0x7dcc18edf	33	1	YES
4K	0x7dcc18ee0	33	1	YES
4K	0x7dcc18ee1	33	1	YES
4K	0x7dcc18ee2	33	1	YES
4K	0x7dcc18ee3	33	1	YES
4K	0x7dcc18ee4	33	1	YES
4K	0x7dcc18ee5	33	1	YES
4K	0x7dcc18ee6	33	1	YES
4K	0x7dcc18ee7	33	1	YES
4K	0x7dcc18ee8	33	1	YES
4K	0x7dcc18ee9	33	1	YES
4K	0x7dcc18eea	33	1	YES
4K	0x7dcc18eeb	33	1	YES
4K	0x7dcc18eec	33	1	YES
4K	0x7dcc18eed	33	1	YES
4K	0x7dcc18eee	33	1	YES
4K	0x7dcc18eef	33	1	YES
4K	0x7dcc18ef0	33	1	YES
4K	0x7dcc18ef1	33	1	YES
4K	0x7dcc18ef2	33	1	YES
4K	0x7dcc18ef3	33	1	YES
4K	0x7dcc18ef4	33	1	YES
4K	0x7dcc18ef5	33	1	YES
4K	0x7dcc18ef6	33	1	YES
4K	0x7dcc18ef7	33	1	YES
4K	0x7dcc18ef8	33	1	YES
4K	0x7dcc18ef9	33	1	YES
4K	0x7dcc18efa	33	1	YES
4K	0x7dcc18efb	33	1	YES
4K	0x7dcc18efc	33	1	YES
4K	0x7dcc18efd	33	1	YES
4K	0x7dcc18efe	33	1	YES
4K	0x7dcc18eff	33	1	YES
4K	0x7dcc18f00	33	1	YES
4K	0x7dcc18f01	33	1	YES
4K	0x7dcc18f02	33	1	YES
4K	0x7dcc18f03	33	1	YES
4K	0x7dcc18f04	33	1	YES
4K	0x7dcc18f05	33	1	YES
4K	0x7dcc18f06	33	1	YES
4K	0x7dcc18f07	33	1	YES
4K	0x7dcc18f08	33	1	YES
4K	0x7dcc18f09	33	1	YES
4K	0x7dcc18f0a	33	1	YES
4K	0x7dcc18f0b	33	1	YES
4K	0x7dcc18f0c	33	1	YES
4K	0x7dcc18f0d	33	1	YES
4K	0x7dcc18f0e	33	1	YES
4K	0x7dcc18f0f	33	1	YES
4K	0x7dcc18f10	33	1	YES
4K	0x7dcc18f11	33	1	YES
4K	0x7dcc18f12	33	1	YES
4K	0x7dcc18f13	33	1	YES
4K	0x7dcc18f14	33	1	YES
4K	0x7dcc18f15	33	1	YES
4K	0x7dcc18f16	33	1	YES
4K	0x7dcc18f17	33	1	YES
4K	0x7dcc18f18	33	1	YES
4K	0x7dcc18f19	33	1	YES
4K	0x7dcc18f1a	33	1	YES
4K	0x7dcc18f1b	33	1	YES
4K	0x7dcc18f1c	33	1	YES
4K	0x7dcc18f1d	33	1	YES
4K	0x7dcc18f1e	33	1	YES
4K	0x7dcc18f1f	33	1	YES
4K	0x7dcc215e0	15	19	YES
4K	0x7dcc215e1	15	19	YES
4K	0x7dcc215e2	16	18	YES
4K	0x7dcc215e3	16	18	YES
4K	0x7dcc215e4			NO
4K	0x7dcc215e5			NO
4K	0x7dcc215e6			NO
4K	0x7dcc215e7			NO
4K	0x7dcc215e8			NO
4K	0x7dcc215e9			NO
4K	0x7dcc215ea			NO
4K	0x7dcc215eb			NO
4K	0x7dcc215ec			NO
4K	0x7dcc215ed			NO
4K	0x7dcc215ee			NO
4K	0x7dcc215ef			NO
4K	0x7dcc215f0			NO
4K	0x7dcc215f1			NO
4K	0x7dcc215f2			NO
4K	0x7dcc215f3			NO
4K	0x7dcc215f4			NO
4K	0x7dcc215f5			NO
4K	0x7dcc215f6			NO
4K	0x7dcc215f7			NO
4K	0x7dcc215f8			NO
4K	0x7dcc215f9			NO
4K	0x7dcc215fa			NO
4K	0x7dcc215fb			NO
64K	0xff			NO
64K	0x7dcbda00	32	2	YES
64K	0x7dcbda01	32	2	YES
64K	0x7dcbda02	32	2	YES
64K	0x7dcbda03	32	2	YES
64K	0x7dcbda04	32	2	YES
64K	0x7dcbda05	32	2	YES
64K	0x7dcbda06	32	2	YES
64K	0x7dcbda07	32	2	YES
64K	0x7dcbda08	32	2	YES
64K	0x7dcbda09	32	2	YES
64K	0x7dcbda0a	32	2	YES
64K	0x7dcbda0b	32	2	YES
64K	0x7dcbda0c	32	2	YES
64K	0x7dcbda0d	32	2	YES
64K	0x7dcbda0e	32	2	YES
64K	0x7dcbda0f	32	2	YES
64K	0x7dcbda10	32	2	YES
64K	0x7dcbda11	32	2	YES
64K	0x7dcbda12	32	2	YES
64K	0x7dcbda13	32	2	YES
64K	0x7dcbda14	32	2	YES
64K	0x7dcbda15	32	2	YES
64K	0x7dcbda16	32	2	YES
64K	0x7dcbda17	32	2	YES
64K	0x7dcbda18	32	2	YES
64K	0x7dcbda19	32	2	YES
64K	0x7dcbda1a	32	2	YES
64K	0x7dcbda1b	32	2	YES
64K	0x7dcbda1c	32	2	YES
64K	0x7dcbda1d	32	2	YES
64K	0x7dcbda1e	32	2	YES
64K	0x7dcbda1f	32	2	YES
64K	0x7dcbda20	32	2	YES
64K	0x7dcbda21	32	2	YES
64K	0x7dcbda22	32	2	YES
64K	0x7dcbda23	32	2	YES
64K	0x7dcbda24	32	2	YES
64K	0x7dcbda25	32	2	YES
64K	0x7dcbda26	32	2	YES
64K	0x7dcbda27	32	2	YES
64K	0x7dcbda28	32	2	YES
64K	0x7dcbda29	32	2	YES
64K	0x7dcbda2a	32	2	YES
64K	0x7dcbda2b	32	2	YES
64K	0x7dcbda2c	32	2	YES
64K	0x7dcbda2d	32	2	YES
64K	0x7dcbda2e	32	2	YES
64K	0x7dcbda2f	32	2	YES
64K	0x7dcbda30	32	2	YES
64K	0x7dcbda31	32	2	YES
64K	0x7dcbda32	32	2	YES
64K	0x7dcbda33	32	2	YES
64K	0x7dcbda34	32	2	YES
64K	0x7dcbda35	32	2	YES
64K	0x7dcbda36	32	2	YES
64K	0x7dcbda37	32	2	YES
64K	0x7dcbda38	26	8	YES
64K	0x7dcbda39	26	8	YES
64K	0x7dcbda3a	26	8	YES
64K	0x7dcbda3b	26	8	YES
64K	0x7dcbda3c	26	8	YES
64K	0x7dcbda3d	26	8	YES
64K	0x7dcbda3e	26	8	YES
64K	0x7dcbda3f	26	8	YES
64K	0x7dcbda40	26	8	YES
64K	0x7dcbda41	26	8	YES
64K	0x7dcbda42	26	8	YES
64K	0x7dcbda43	26	8	YES
64K	0x7dcbda44	26	8	YES
64K	0x7dcbda45	26	8	YES
64K	0x7dcbda46	26	8	YES
64K	0x7dcbda47	26	8	YES
64K	0x7dcbda48	26	8	YES
64K	0x7dcbda49	26	8	YES
64K	0x7dcbda4a	26	8	YES
64K	0x7dcbda4b	26	8	YES
64K	0x7dcbda4c	26	8	YES
64K	0x7dcbda4d	26	8	YES
64K	0x7dcbda4e	26	8	YES
64K	0x7dcbda4f	26	8	YES
64K	0x7dcbda50	26	8	YES
64K	0x7dcbda51	26	8	YES
64K	0x7dcbda52	26	8	YES
64K	0x7dcbda53	26	8	YES
64K	0x7dcbda54	26	8	YES
64K	0x7dcbda55	26	8	YES
64K	0x7dcbda56	26	8	YES
64K	0x7dcbda57	26	8	YES
64K	0x7dcbda58	26	8	YES
64K	0x7dcbda59	26	8	YES
64K	0x7dcbda5a	26	8	YES
64K	0x7dcbda5b	26	8	YES
64K	0x7dcbda5c	26	8	YES
64K	0x7dcbda5d	26	8	YES
64K	0x7dcbda5e	26	8	YES
64K	0x7dcbda5f	26	8	YES
64K	0x7dcbda60	26	8	YES
64K	0x7dcbda61	26	8	YES
64K	0x7dcbda62	26	8	YES
64K	0x7dcbda63	26	8	YES
64K	0x7dcbda64	26	8	YES
64K	0x7dcbda65	26	8	YES
64K	0x7dcbda66	26	8	YES
64K	0x7dcbda67	26	8	YES
64K	0x7dcbda68	26	8	YES
64K	0x7dcbda69	26	8	YES
64K	0x7dcbda6a	26	8	YES
64K	0x7dcbda6b	26	8	YES
64K	0x7dcbda6c	26	8	YES
64K	0x7dcbda6d	26	8	YES
64K	0x7dcbda6e	26	8	YES
64K	0x7dcbda6f	26	8	YES
64K	0x7dcbda70	26	8	YES
64K	0x7dcbda71	26	8	YES
64K	0x7dcbda72	26	8	YES
64K	0x7dcbda73	26	8	YES
64K	0x7dcbda74	26	8	YES
64K	0x7dcbda75	26	8	YES
64K	0x7dcbda76	26	8	YES
64K	0x7dcbda77	26	8	YES
64K	0x7dcbda78	26	8	YES
64K	0x7dcbda79	26	8	YES
64K	0x7dcbda7a	26	8	YES
64K	0x7dcbda7b	26	8	YES
64K	0x7dcbda7c	26	8	YES
64K	0x7dcbda7d	26	8	YES
64K	0x7dcbda7e	26	8	YES
64K	0x7dcbda7f	26	8	YES
64K	0x7dcbda80	26	8	YES
64K	0x7dcbda81	26	8	YES
64K	0x7dcbda82	26	8	YES
64K	0x7dcbda83	26	8	YES
64K	0x7dcbda84	26	8	YES
64K	0x7dcbda85	26	8	YES
64K	0x7dcbda86	26	8	YES
64K	0x7dcbda87	26	8	YES
64K	0x7dcbda88	26	8	YES
64K	0x7dcbda89	26	8	YES
64K	0x7dcbda8a	26	8	YES
64K	0x7dcbda8b	26	8	YES
64K	0x7dcbda8c	26	8	YES
64K	0x7dcbda8d	26	8	YES
64K	0x7dcbda8e	26	8	YES
64K	0x7dcbda8f	26	8	YES
64K	0x7dcbda90	26	8	YES
64K	0x7dcbda91	26	8	YES
64K	0x7dcbda92	26	8	YES
64K	0x7dcbda93	26	8	YES
64K	0x7dcbda94	26	8	YES
64K	0x7dcbda95	26	8	YES
64K	0x7dcbda96	26	8	YES
64K	0x7dcbda97	26	8	YES
64K	0x7dcbda98	26	8	YES
64K	0x7dcbda99	26	8	YES
64K	0x7dcbda9a	26	8	YES
64K	0x7dcbda9b	26	8	YES
64K	0x7dcbda9c	26	8	YES
64K	0x7dcbda9d	26	8	YES
64K	0x7dcbda9e	26	8	YES
64K	0x7dcbda9f	26	8	YES
64K	0x7dcbdaa0	26	8	YES
64K	0x7dcbdaa1	26	8	YES
64K	0x7dcbdaa2	26	8	YES
64K	0x7dcbdaa3	26	8	YES
64K	0x7dcbdaa4	26	8	YES
64K	0x7dcbdaa5	26	8	YES
64K	0x7dcbdaa6	26	8	YES
64K	0x7dcbdaa7	26	8	YES
64K	0x7dcc18ba	33	1	YES
64K	0x7dcc18bb	33	1	YES
64K	0x7dcc18bc	33	1	YES
64K	0x7dcc18bd	33	1	YES
64K	0x7dcc18be	33	1	YES
64K	0x7dcc18bf	33	1	YES
64K	0x7dcc18c0	33	1	YES
64K	0x7dcc18c1	33	1	YES
64K	0x7dcc18c2	33	1	YES
64K	0x7dcc18c3	33	1	YES
64K	0x7dcc18c4	33	1	YES
64K	0x7dcc18c5	33	1	YES
64K	0x7dcc18c6	33	1	YES
64K	0x7dcc18c7	33	1	YES
64K	0x7dcc18c8	33	1	YES
64K	0x7dcc18c9	33	1	YES
64K	0x7dcc18ca	33	1	YES
64K	0x7dcc18cb	33	1	YES
64K	0x7dcc18cc	33	1	YES
64K	0x7dcc18cd	33	1	YES
64K	0x7dcc18ce	33	1	YES
64K	0x7dcc18cf	33	1	YES
64K	0x7dcc18d0	33	1	YES
64K	0x7dcc18d1	33	1	YES
64K	0x7dcc18d2	33	1	YES
64K	0x7dcc18d3	33	1	YES
64K	0x7dcc18d4	33	1	YES
64K	0x7dcc18d5	33	1	YES
64K	0x7dcc18d6	33	1	YES
64K	0x7dcc18d7	33	1	YES
64K	0x7dcc18d8	33	1	YES
64K	0x7dcc18d9	33	1	YES
64K	0x7dcc18da	33	1	YES
64K	0x7dcc18db	33	1	YES
64K	0x7dcc18dc	33	1	YES
64K	0x7dcc18dd	33	1	YES
64K	0x7dcc18de	33	1	YES
64K	0x7dcc18df	33	1	YES
64K	0x7dcc18e0	33	1	YES
64K	0x7dcc18e1	33	1	YES
64K	0x7dcc18e2	33	1	YES
64K	0x7dcc18e3	33	1	YES
64K	0x7dcc18e4	33	1	YES
64K	0x7dcc18e5	33	1	YES
64K	0x7dcc18e6	33	1	YES
64K	0x7dcc18e7	33	1	YES
64K	0x7dcc18e8	33	1	YES
64K	0x7dcc18e9	33	1	YES
64K	0x7dcc18ea	33	1	YES
64K	0x7dcc18eb	33	1	YES
64K	0x7dcc18ec	33	1	YES
64K	0x7dcc18ed	33	1	YES
64K	0x7dcc18ee	33	1	YES
64K	0x7dcc18ef	33	1	YES
64K	0x7dcc18f0	33	1	YES
64K	0x7dcc18f1	33	1	YES
64K	0x7dcc215e	16	18	YES
64K	0x7dcc215f			NO
