priority_rank	priority_band	evidence_label	stage	workload	config_id	roi	job_id	information_gain	resource_cost	evidence_gap	prerequisite	rationale
35	P2_B1_PARTIALS	SPECULATIVE_DIAGNOSTIC	B1	llama	offline_trace_mining	decode1	B1_decode1_KERNEL_471	HIGH	UNKNOWN_UNTIL_CALIBRATED	missing atomic trace partial	对应 ROI worker peak calibration 已通过；one worker	保持 immutable trace mining 的 per-kernel 恢复顺序。
35	P2_B1_PARTIALS	SPECULATIVE_DIAGNOSTIC	B1	llama	offline_trace_mining	decode1	B1_decode1_KERNEL_472	HIGH	UNKNOWN_UNTIL_CALIBRATED	missing atomic trace partial	对应 ROI worker peak calibration 已通过；one worker	保持 immutable trace mining 的 per-kernel 恢复顺序。
35	P2_B1_PARTIALS	SPECULATIVE_DIAGNOSTIC	B1	llama	offline_trace_mining	decode1	B1_decode1_KERNEL_473	HIGH	UNKNOWN_UNTIL_CALIBRATED	missing atomic trace partial	对应 ROI worker peak calibration 已通过；one worker	保持 immutable trace mining 的 per-kernel 恢复顺序。
35	P2_B1_PARTIALS	SPECULATIVE_DIAGNOSTIC	B1	llama	offline_trace_mining	decode1	B1_decode1_KERNEL_474	HIGH	UNKNOWN_UNTIL_CALIBRATED	missing atomic trace partial	对应 ROI worker peak calibration 已通过；one worker	保持 immutable trace mining 的 per-kernel 恢复顺序。
35	P2_B1_PARTIALS	SPECULATIVE_DIAGNOSTIC	B1	llama	offline_trace_mining	decode1	B1_decode1_KERNEL_475	HIGH	UNKNOWN_UNTIL_CALIBRATED	missing atomic trace partial	对应 ROI worker peak calibration 已通过；one worker	保持 immutable trace mining 的 per-kernel 恢复顺序。
35	P2_B1_PARTIALS	SPECULATIVE_DIAGNOSTIC	B1	llama	offline_trace_mining	decode1	B1_decode1_KERNEL_476	HIGH	UNKNOWN_UNTIL_CALIBRATED	missing atomic trace partial	对应 ROI worker peak calibration 已通过；one worker	保持 immutable trace mining 的 per-kernel 恢复顺序。
35	P2_B1_PARTIALS	SPECULATIVE_DIAGNOSTIC	B1	llama	offline_trace_mining	decode1	B1_decode1_KERNEL_477	HIGH	UNKNOWN_UNTIL_CALIBRATED	missing atomic trace partial	对应 ROI worker peak calibration 已通过；one worker	保持 immutable trace mining 的 per-kernel 恢复顺序。
35	P2_B1_PARTIALS	SPECULATIVE_DIAGNOSTIC	B1	llama	offline_trace_mining	decode1	B1_decode1_KERNEL_478	HIGH	UNKNOWN_UNTIL_CALIBRATED	missing atomic trace partial	对应 ROI worker peak calibration 已通过；one worker	保持 immutable trace mining 的 per-kernel 恢复顺序。
35	P2_B1_PARTIALS	SPECULATIVE_DIAGNOSTIC	B1	llama	offline_trace_mining	decode1	B1_decode1_KERNEL_479	HIGH	UNKNOWN_UNTIL_CALIBRATED	missing atomic trace partial	对应 ROI worker peak calibration 已通过；one worker	保持 immutable trace mining 的 per-kernel 恢复顺序。
35	P2_B1_PARTIALS	SPECULATIVE_DIAGNOSTIC	B1	llama	offline_trace_mining	decode1	B1_decode1_KERNEL_480	HIGH	UNKNOWN_UNTIL_CALIBRATED	missing atomic trace partial	对应 ROI worker peak calibration 已通过；one worker	保持 immutable trace mining 的 per-kernel 恢复顺序。
35	P2_B1_PARTIALS	SPECULATIVE_DIAGNOSTIC	B1	llama	offline_trace_mining	decode1	B1_decode1_KERNEL_481	HIGH	UNKNOWN_UNTIL_CALIBRATED	missing atomic trace partial	对应 ROI worker peak calibration 已通过；one worker	保持 immutable trace mining 的 per-kernel 恢复顺序。
35	P2_B1_PARTIALS	SPECULATIVE_DIAGNOSTIC	B1	llama	offline_trace_mining	decode1	B1_decode1_KERNEL_482	HIGH	UNKNOWN_UNTIL_CALIBRATED	missing atomic trace partial	对应 ROI worker peak calibration 已通过；one worker	保持 immutable trace mining 的 per-kernel 恢复顺序。
35	P2_B1_PARTIALS	SPECULATIVE_DIAGNOSTIC	B1	llama	offline_trace_mining	decode1	B1_decode1_KERNEL_483	HIGH	UNKNOWN_UNTIL_CALIBRATED	missing atomic trace partial	对应 ROI worker peak calibration 已通过；one worker	保持 immutable trace mining 的 per-kernel 恢复顺序。
35	P2_B1_PARTIALS	SPECULATIVE_DIAGNOSTIC	B1	llama	offline_trace_mining	decode1	B1_decode1_KERNEL_484	HIGH	UNKNOWN_UNTIL_CALIBRATED	missing atomic trace partial	对应 ROI worker peak calibration 已通过；one worker	保持 immutable trace mining 的 per-kernel 恢复顺序。
35	P2_B1_PARTIALS	SPECULATIVE_DIAGNOSTIC	B1	llama	offline_trace_mining	decode1	B1_decode1_KERNEL_485	HIGH	UNKNOWN_UNTIL_CALIBRATED	missing atomic trace partial	对应 ROI worker peak calibration 已通过；one worker	保持 immutable trace mining 的 per-kernel 恢复顺序。
35	P2_B1_PARTIALS	SPECULATIVE_DIAGNOSTIC	B1	llama	offline_trace_mining	decode1	B1_decode1_KERNEL_486	HIGH	UNKNOWN_UNTIL_CALIBRATED	missing atomic trace partial	对应 ROI worker peak calibration 已通过；one worker	保持 immutable trace mining 的 per-kernel 恢复顺序。
35	P2_B1_PARTIALS	SPECULATIVE_DIAGNOSTIC	B1	llama	offline_trace_mining	decode1	B1_decode1_KERNEL_487	HIGH	UNKNOWN_UNTIL_CALIBRATED	missing atomic trace partial	对应 ROI worker peak calibration 已通过；one worker	保持 immutable trace mining 的 per-kernel 恢复顺序。
35	P2_B1_PARTIALS	SPECULATIVE_DIAGNOSTIC	B1	llama	offline_trace_mining	decode1	B1_decode1_KERNEL_488	HIGH	UNKNOWN_UNTIL_CALIBRATED	missing atomic trace partial	对应 ROI worker peak calibration 已通过；one worker	保持 immutable trace mining 的 per-kernel 恢复顺序。
35	P2_B1_PARTIALS	SPECULATIVE_DIAGNOSTIC	B1	llama	offline_trace_mining	decode1	B1_decode1_KERNEL_489	HIGH	UNKNOWN_UNTIL_CALIBRATED	missing atomic trace partial	对应 ROI worker peak calibration 已通过；one worker	保持 immutable trace mining 的 per-kernel 恢复顺序。
35	P2_B1_PARTIALS	SPECULATIVE_DIAGNOSTIC	B1	llama	offline_trace_mining	decode1	B1_decode1_KERNEL_490	HIGH	UNKNOWN_UNTIL_CALIBRATED	missing atomic trace partial	对应 ROI worker peak calibration 已通过；one worker	保持 immutable trace mining 的 per-kernel 恢复顺序。
35	P2_B1_PARTIALS	SPECULATIVE_DIAGNOSTIC	B1	llama	offline_trace_mining	decode1	B1_decode1_KERNEL_491	HIGH	UNKNOWN_UNTIL_CALIBRATED	missing atomic trace partial	对应 ROI worker peak calibration 已通过；one worker	保持 immutable trace mining 的 per-kernel 恢复顺序。
35	P2_B1_PARTIALS	SPECULATIVE_DIAGNOSTIC	B1	llama	offline_trace_mining	decode1	B1_decode1_KERNEL_492	HIGH	UNKNOWN_UNTIL_CALIBRATED	missing atomic trace partial	对应 ROI worker peak calibration 已通过；one worker	保持 immutable trace mining 的 per-kernel 恢复顺序。
35	P2_B1_PARTIALS	SPECULATIVE_DIAGNOSTIC	B1	llama	offline_trace_mining	decode1	B1_decode1_KERNEL_493	HIGH	UNKNOWN_UNTIL_CALIBRATED	missing atomic trace partial	对应 ROI worker peak calibration 已通过；one worker	保持 immutable trace mining 的 per-kernel 恢复顺序。
35	P2_B1_PARTIALS	SPECULATIVE_DIAGNOSTIC	B1	llama	offline_trace_mining	decode1	B1_decode1_KERNEL_494	HIGH	UNKNOWN_UNTIL_CALIBRATED	missing atomic trace partial	对应 ROI worker peak calibration 已通过；one worker	保持 immutable trace mining 的 per-kernel 恢复顺序。
35	P2_B1_PARTIALS	SPECULATIVE_DIAGNOSTIC	B1	llama	offline_trace_mining	decode1	B1_decode1_KERNEL_495	HIGH	UNKNOWN_UNTIL_CALIBRATED	missing atomic trace partial	对应 ROI worker peak calibration 已通过；one worker	保持 immutable trace mining 的 per-kernel 恢复顺序。
35	P2_B1_PARTIALS	SPECULATIVE_DIAGNOSTIC	B1	llama	offline_trace_mining	decode1	B1_decode1_KERNEL_496	HIGH	UNKNOWN_UNTIL_CALIBRATED	missing atomic trace partial	对应 ROI worker peak calibration 已通过；one worker	保持 immutable trace mining 的 per-kernel 恢复顺序。
35	P2_B1_PARTIALS	SPECULATIVE_DIAGNOSTIC	B1	llama	offline_trace_mining	decode1	B1_decode1_KERNEL_497	HIGH	UNKNOWN_UNTIL_CALIBRATED	missing atomic trace partial	对应 ROI worker peak calibration 已通过；one worker	保持 immutable trace mining 的 per-kernel 恢复顺序。
35	P2_B1_PARTIALS	SPECULATIVE_DIAGNOSTIC	B1	llama	offline_trace_mining	decode1	B1_decode1_KERNEL_498	HIGH	UNKNOWN_UNTIL_CALIBRATED	missing atomic trace partial	对应 ROI worker peak calibration 已通过；one worker	保持 immutable trace mining 的 per-kernel 恢复顺序。
35	P2_B1_PARTIALS	SPECULATIVE_DIAGNOSTIC	B1	llama	offline_trace_mining	decode1	B1_decode1_KERNEL_499	HIGH	UNKNOWN_UNTIL_CALIBRATED	missing atomic trace partial	对应 ROI worker peak calibration 已通过；one worker	保持 immutable trace mining 的 per-kernel 恢复顺序。
35	P2_B1_PARTIALS	SPECULATIVE_DIAGNOSTIC	B1	llama	offline_trace_mining	decode1	B1_decode1_KERNEL_500	HIGH	UNKNOWN_UNTIL_CALIBRATED	missing atomic trace partial	对应 ROI worker peak calibration 已通过；one worker	保持 immutable trace mining 的 per-kernel 恢复顺序。
35	P2_B1_PARTIALS	SPECULATIVE_DIAGNOSTIC	B1	llama	offline_trace_mining	decode1	B1_decode1_KERNEL_501	HIGH	UNKNOWN_UNTIL_CALIBRATED	missing atomic trace partial	对应 ROI worker peak calibration 已通过；one worker	保持 immutable trace mining 的 per-kernel 恢复顺序。
35	P2_B1_PARTIALS	SPECULATIVE_DIAGNOSTIC	B1	llama	offline_trace_mining	decode1	B1_decode1_KERNEL_502	HIGH	UNKNOWN_UNTIL_CALIBRATED	missing atomic trace partial	对应 ROI worker peak calibration 已通过；one worker	保持 immutable trace mining 的 per-kernel 恢复顺序。
35	P2_B1_PARTIALS	SPECULATIVE_DIAGNOSTIC	B1	llama	offline_trace_mining	decode1	B1_decode1_KERNEL_503	HIGH	UNKNOWN_UNTIL_CALIBRATED	missing atomic trace partial	对应 ROI worker peak calibration 已通过；one worker	保持 immutable trace mining 的 per-kernel 恢复顺序。
35	P2_B1_PARTIALS	SPECULATIVE_DIAGNOSTIC	B1	llama	offline_trace_mining	decode1	B1_decode1_KERNEL_504	HIGH	UNKNOWN_UNTIL_CALIBRATED	missing atomic trace partial	对应 ROI worker peak calibration 已通过；one worker	保持 immutable trace mining 的 per-kernel 恢复顺序。
35	P2_B1_PARTIALS	SPECULATIVE_DIAGNOSTIC	B1	llama	offline_trace_mining	decode1	B1_decode1_KERNEL_505	HIGH	UNKNOWN_UNTIL_CALIBRATED	missing atomic trace partial	对应 ROI worker peak calibration 已通过；one worker	保持 immutable trace mining 的 per-kernel 恢复顺序。
35	P2_B1_PARTIALS	SPECULATIVE_DIAGNOSTIC	B1	llama	offline_trace_mining	decode1	B1_decode1_KERNEL_506	HIGH	UNKNOWN_UNTIL_CALIBRATED	missing atomic trace partial	对应 ROI worker peak calibration 已通过；one worker	保持 immutable trace mining 的 per-kernel 恢复顺序。
35	P2_B1_PARTIALS	SPECULATIVE_DIAGNOSTIC	B1	llama	offline_trace_mining	decode1	B1_decode1_KERNEL_507	HIGH	UNKNOWN_UNTIL_CALIBRATED	missing atomic trace partial	对应 ROI worker peak calibration 已通过；one worker	保持 immutable trace mining 的 per-kernel 恢复顺序。
35	P2_B1_PARTIALS	SPECULATIVE_DIAGNOSTIC	B1	llama	offline_trace_mining	decode1	B1_decode1_KERNEL_508	HIGH	UNKNOWN_UNTIL_CALIBRATED	missing atomic trace partial	对应 ROI worker peak calibration 已通过；one worker	保持 immutable trace mining 的 per-kernel 恢复顺序。
35	P2_B1_PARTIALS	SPECULATIVE_DIAGNOSTIC	B1	llama	offline_trace_mining	decode1	B1_decode1_KERNEL_509	HIGH	UNKNOWN_UNTIL_CALIBRATED	missing atomic trace partial	对应 ROI worker peak calibration 已通过；one worker	保持 immutable trace mining 的 per-kernel 恢复顺序。
35	P2_B1_PARTIALS	SPECULATIVE_DIAGNOSTIC	B1	llama	offline_trace_mining	decode1	B1_decode1_KERNEL_510	HIGH	UNKNOWN_UNTIL_CALIBRATED	missing atomic trace partial	对应 ROI worker peak calibration 已通过；one worker	保持 immutable trace mining 的 per-kernel 恢复顺序。
35	P2_B1_PARTIALS	SPECULATIVE_DIAGNOSTIC	B1	llama	offline_trace_mining	decode1	B1_decode1_KERNEL_511	HIGH	UNKNOWN_UNTIL_CALIBRATED	missing atomic trace partial	对应 ROI worker peak calibration 已通过；one worker	保持 immutable trace mining 的 per-kernel 恢复顺序。
35	P2_B1_PARTIALS	SPECULATIVE_DIAGNOSTIC	B1	llama	offline_trace_mining	decode1	B1_decode1_KERNEL_512	HIGH	UNKNOWN_UNTIL_CALIBRATED	missing atomic trace partial	对应 ROI worker peak calibration 已通过；one worker	保持 immutable trace mining 的 per-kernel 恢复顺序。
35	P2_B1_PARTIALS	SPECULATIVE_DIAGNOSTIC	B1	llama	offline_trace_mining	decode1	B1_decode1_KERNEL_513	HIGH	UNKNOWN_UNTIL_CALIBRATED	missing atomic trace partial	对应 ROI worker peak calibration 已通过；one worker	保持 immutable trace mining 的 per-kernel 恢复顺序。
35	P2_B1_PARTIALS	SPECULATIVE_DIAGNOSTIC	B1	llama	offline_trace_mining	decode1	B1_decode1_KERNEL_514	HIGH	UNKNOWN_UNTIL_CALIBRATED	missing atomic trace partial	对应 ROI worker peak calibration 已通过；one worker	保持 immutable trace mining 的 per-kernel 恢复顺序。
35	P2_B1_PARTIALS	SPECULATIVE_DIAGNOSTIC	B1	llama	offline_trace_mining	decode1	B1_decode1_KERNEL_515	HIGH	UNKNOWN_UNTIL_CALIBRATED	missing atomic trace partial	对应 ROI worker peak calibration 已通过；one worker	保持 immutable trace mining 的 per-kernel 恢复顺序。
35	P2_B1_PARTIALS	SPECULATIVE_DIAGNOSTIC	B1	llama	offline_trace_mining	decode1	B1_decode1_KERNEL_516	HIGH	UNKNOWN_UNTIL_CALIBRATED	missing atomic trace partial	对应 ROI worker peak calibration 已通过；one worker	保持 immutable trace mining 的 per-kernel 恢复顺序。
35	P2_B1_PARTIALS	SPECULATIVE_DIAGNOSTIC	B1	llama	offline_trace_mining	decode1	B1_decode1_KERNEL_517	HIGH	UNKNOWN_UNTIL_CALIBRATED	missing atomic trace partial	对应 ROI worker peak calibration 已通过；one worker	保持 immutable trace mining 的 per-kernel 恢复顺序。
35	P2_B1_PARTIALS	SPECULATIVE_DIAGNOSTIC	B1	llama	offline_trace_mining	decode1	B1_decode1_KERNEL_518	HIGH	UNKNOWN_UNTIL_CALIBRATED	missing atomic trace partial	对应 ROI worker peak calibration 已通过；one worker	保持 immutable trace mining 的 per-kernel 恢复顺序。
35	P2_B1_PARTIALS	SPECULATIVE_DIAGNOSTIC	B1	llama	offline_trace_mining	decode1	B1_decode1_KERNEL_519	HIGH	UNKNOWN_UNTIL_CALIBRATED	missing atomic trace partial	对应 ROI worker peak calibration 已通过；one worker	保持 immutable trace mining 的 per-kernel 恢复顺序。
35	P2_B1_PARTIALS	SPECULATIVE_DIAGNOSTIC	B1	llama	offline_trace_mining	decode1	B1_decode1_KERNEL_520	HIGH	UNKNOWN_UNTIL_CALIBRATED	missing atomic trace partial	对应 ROI worker peak calibration 已通过；one worker	保持 immutable trace mining 的 per-kernel 恢复顺序。
35	P2_B1_PARTIALS	SPECULATIVE_DIAGNOSTIC	B1	llama	offline_trace_mining	decode1	B1_decode1_KERNEL_521	HIGH	UNKNOWN_UNTIL_CALIBRATED	missing atomic trace partial	对应 ROI worker peak calibration 已通过；one worker	保持 immutable trace mining 的 per-kernel 恢复顺序。
35	P2_B1_PARTIALS	SPECULATIVE_DIAGNOSTIC	B1	llama	offline_trace_mining	decode1	B1_decode1_KERNEL_522	HIGH	UNKNOWN_UNTIL_CALIBRATED	missing atomic trace partial	对应 ROI worker peak calibration 已通过；one worker	保持 immutable trace mining 的 per-kernel 恢复顺序。
35	P2_B1_PARTIALS	SPECULATIVE_DIAGNOSTIC	B1	llama	offline_trace_mining	decode1	B1_decode1_KERNEL_523	HIGH	UNKNOWN_UNTIL_CALIBRATED	missing atomic trace partial	对应 ROI worker peak calibration 已通过；one worker	保持 immutable trace mining 的 per-kernel 恢复顺序。
35	P2_B1_PARTIALS	SPECULATIVE_DIAGNOSTIC	B1	llama	offline_trace_mining	decode1	B1_decode1_KERNEL_524	HIGH	UNKNOWN_UNTIL_CALIBRATED	missing atomic trace partial	对应 ROI worker peak calibration 已通过；one worker	保持 immutable trace mining 的 per-kernel 恢复顺序。
35	P2_B1_PARTIALS	SPECULATIVE_DIAGNOSTIC	B1	llama	offline_trace_mining	decode1	B1_decode1_KERNEL_525	HIGH	UNKNOWN_UNTIL_CALIBRATED	missing atomic trace partial	对应 ROI worker peak calibration 已通过；one worker	保持 immutable trace mining 的 per-kernel 恢复顺序。
35	P2_B1_PARTIALS	SPECULATIVE_DIAGNOSTIC	B1	llama	offline_trace_mining	decode1	B1_decode1_KERNEL_526	HIGH	UNKNOWN_UNTIL_CALIBRATED	missing atomic trace partial	对应 ROI worker peak calibration 已通过；one worker	保持 immutable trace mining 的 per-kernel 恢复顺序。
35	P2_B1_PARTIALS	SPECULATIVE_DIAGNOSTIC	B1	llama	offline_trace_mining	decode1	B1_decode1_KERNEL_527	HIGH	UNKNOWN_UNTIL_CALIBRATED	missing atomic trace partial	对应 ROI worker peak calibration 已通过；one worker	保持 immutable trace mining 的 per-kernel 恢复顺序。
35	P2_B1_PARTIALS	SPECULATIVE_DIAGNOSTIC	B1	llama	offline_trace_mining	decode1	B1_decode1_KERNEL_528	HIGH	UNKNOWN_UNTIL_CALIBRATED	missing atomic trace partial	对应 ROI worker peak calibration 已通过；one worker	保持 immutable trace mining 的 per-kernel 恢复顺序。
35	P2_B1_PARTIALS	SPECULATIVE_DIAGNOSTIC	B1	llama	offline_trace_mining	decode1	B1_decode1_KERNEL_529	HIGH	UNKNOWN_UNTIL_CALIBRATED	missing atomic trace partial	对应 ROI worker peak calibration 已通过；one worker	保持 immutable trace mining 的 per-kernel 恢复顺序。
35	P2_B1_PARTIALS	SPECULATIVE_DIAGNOSTIC	B1	llama	offline_trace_mining	decode1	B1_decode1_KERNEL_530	HIGH	UNKNOWN_UNTIL_CALIBRATED	missing atomic trace partial	对应 ROI worker peak calibration 已通过；one worker	保持 immutable trace mining 的 per-kernel 恢复顺序。
35	P2_B1_PARTIALS	SPECULATIVE_DIAGNOSTIC	B1	llama	offline_trace_mining	decode1	B1_decode1_KERNEL_531	HIGH	UNKNOWN_UNTIL_CALIBRATED	missing atomic trace partial	对应 ROI worker peak calibration 已通过；one worker	保持 immutable trace mining 的 per-kernel 恢复顺序。
35	P2_B1_PARTIALS	SPECULATIVE_DIAGNOSTIC	B1	llama	offline_trace_mining	decode1	B1_decode1_KERNEL_532	HIGH	UNKNOWN_UNTIL_CALIBRATED	missing atomic trace partial	对应 ROI worker peak calibration 已通过；one worker	保持 immutable trace mining 的 per-kernel 恢复顺序。
35	P2_B1_PARTIALS	SPECULATIVE_DIAGNOSTIC	B1	llama	offline_trace_mining	decode1	B1_decode1_KERNEL_533	HIGH	UNKNOWN_UNTIL_CALIBRATED	missing atomic trace partial	对应 ROI worker peak calibration 已通过；one worker	保持 immutable trace mining 的 per-kernel 恢复顺序。
35	P2_B1_PARTIALS	SPECULATIVE_DIAGNOSTIC	B1	llama	offline_trace_mining	decode1	B1_decode1_KERNEL_534	HIGH	UNKNOWN_UNTIL_CALIBRATED	missing atomic trace partial	对应 ROI worker peak calibration 已通过；one worker	保持 immutable trace mining 的 per-kernel 恢复顺序。
35	P2_B1_PARTIALS	SPECULATIVE_DIAGNOSTIC	B1	llama	offline_trace_mining	decode1	B1_decode1_KERNEL_535	HIGH	UNKNOWN_UNTIL_CALIBRATED	missing atomic trace partial	对应 ROI worker peak calibration 已通过；one worker	保持 immutable trace mining 的 per-kernel 恢复顺序。
35	P2_B1_PARTIALS	SPECULATIVE_DIAGNOSTIC	B1	llama	offline_trace_mining	decode1	B1_decode1_KERNEL_536	HIGH	UNKNOWN_UNTIL_CALIBRATED	missing atomic trace partial	对应 ROI worker peak calibration 已通过；one worker	保持 immutable trace mining 的 per-kernel 恢复顺序。
35	P2_B1_PARTIALS	SPECULATIVE_DIAGNOSTIC	B1	llama	offline_trace_mining	decode1	B1_decode1_KERNEL_537	HIGH	UNKNOWN_UNTIL_CALIBRATED	missing atomic trace partial	对应 ROI worker peak calibration 已通过；one worker	保持 immutable trace mining 的 per-kernel 恢复顺序。
35	P2_B1_PARTIALS	SPECULATIVE_DIAGNOSTIC	B1	llama	offline_trace_mining	decode1	B1_decode1_KERNEL_538	HIGH	UNKNOWN_UNTIL_CALIBRATED	missing atomic trace partial	对应 ROI worker peak calibration 已通过；one worker	保持 immutable trace mining 的 per-kernel 恢复顺序。
35	P2_B1_PARTIALS	SPECULATIVE_DIAGNOSTIC	B1	llama	offline_trace_mining	decode1	B1_decode1_KERNEL_539	HIGH	UNKNOWN_UNTIL_CALIBRATED	missing atomic trace partial	对应 ROI worker peak calibration 已通过；one worker	保持 immutable trace mining 的 per-kernel 恢复顺序。
35	P2_B1_PARTIALS	SPECULATIVE_DIAGNOSTIC	B1	llama	offline_trace_mining	decode1	B1_decode1_KERNEL_540	HIGH	UNKNOWN_UNTIL_CALIBRATED	missing atomic trace partial	对应 ROI worker peak calibration 已通过；one worker	保持 immutable trace mining 的 per-kernel 恢复顺序。
35	P2_B1_PARTIALS	SPECULATIVE_DIAGNOSTIC	B1	llama	offline_trace_mining	decode1	B1_decode1_KERNEL_541	HIGH	UNKNOWN_UNTIL_CALIBRATED	missing atomic trace partial	对应 ROI worker peak calibration 已通过；one worker	保持 immutable trace mining 的 per-kernel 恢复顺序。
35	P2_B1_PARTIALS	SPECULATIVE_DIAGNOSTIC	B1	llama	offline_trace_mining	decode1	B1_decode1_KERNEL_542	HIGH	UNKNOWN_UNTIL_CALIBRATED	missing atomic trace partial	对应 ROI worker peak calibration 已通过；one worker	保持 immutable trace mining 的 per-kernel 恢复顺序。
35	P2_B1_PARTIALS	SPECULATIVE_DIAGNOSTIC	B1	llama	offline_trace_mining	decode1	B1_decode1_KERNEL_543	HIGH	UNKNOWN_UNTIL_CALIBRATED	missing atomic trace partial	对应 ROI worker peak calibration 已通过；one worker	保持 immutable trace mining 的 per-kernel 恢复顺序。
