roi	profile	scope	metric	value	provenance
decode1	paper	MAX_MF_LATENCY	11	6891      7568      7359      7443      7377      7130      6859      7508      6584      7742      7586      7689      6931      6750      7149      7613	existing_gpgpu_sim_stat
decode1	paper	MAX_MF_LATENCY	2	9880      9645     10293      9390      9450      9700      8938      8910      8798      8769      9190      9156     10006      9657      9515      9798	existing_gpgpu_sim_stat
decode1	paper	MAX_MF_LATENCY	3	9078      9157      9368      9514      8960      8881      8881      9646      9015      9567      9615      9449      8994      9792      9266      9164	existing_gpgpu_sim_stat
decode1	paper	MAX_MF_LATENCY	4	7682      7610      8097      7068      7543      7033      6810      6783      6915      6838      7253      6927      7796      7771      7012      7601	existing_gpgpu_sim_stat
decode1	paper	MAX_MF_LATENCY	5	7891      7180      8113      7441      6922      7034      6810      6812      6816      7385      7157      6866      7711      7784      7732      7756	existing_gpgpu_sim_stat
decode1	paper	MAX_MF_LATENCY	6	7158      7554      7295      7001      8060      7143      6781      7263      7236      7703      7573      7756      6945      6767      7255      7561	existing_gpgpu_sim_stat
decode1	paper	MAX_MF_LATENCY	7	7150      7106      7277      7415      8083      7435      6819      7456      6812      7011      7612      7580      7147      6801      7243      7553	existing_gpgpu_sim_stat
decode1	paper	MAX_MF_LATENCY	8	7888      7586      8117      7489      7276      7261      6743      6484      6645      7360      7025      7192      7897      7773      7729      7772	existing_gpgpu_sim_stat
decode1	paper	MAX_MF_LATENCY	9	7620      7588      8094      7483      6823      7309      6774      6976      7085      6619      7010      7187      7143      7688      7742      7559	existing_gpgpu_sim_stat
decode1	paper	MAX_SERVICE_SAME_ROW	0	42588     40066     40194     40681     40001     41595     42541     42493     41117     42762     40076     39782     24578     24578     24808     24809	existing_gpgpu_sim_stat
decode1	paper	MAX_SERVICE_SAME_ROW	1	41014     40240     39927     39353     41391     42574     43282     42854     43011     42952     39717     40899     24468     24484     24983     24983	existing_gpgpu_sim_stat
decode1	paper	MAX_SERVICE_SAME_ROW	10	39933     40445     45979     45922     45415     44454     44187     43883     43573     45125     39999     42278     45407     46569     46493     45687	existing_gpgpu_sim_stat
decode1	paper	MAX_SERVICE_SAME_ROW	11	44152     43492     45655     44223     43661     43041     44861     43906     47743     46679     43813     43439     46090     47096     45815     43864	existing_gpgpu_sim_stat
decode1	paper	MAX_SERVICE_SAME_ROW	2	24952     24960     40870     40930     41017     41312     41085     41665     41865     41624     24299     42344     24555     24555     25099     25074	existing_gpgpu_sim_stat
decode1	paper	MAX_SERVICE_SAME_ROW	3	25073     25045     40229     39639     41298     42950     42570     43484     25709     25708     24537     24536     24932     24932     25171     25170	existing_gpgpu_sim_stat
decode1	paper	MAX_SERVICE_SAME_ROW	4	42650     41588     45417     45019     43706     43752     44042     44436     44367     44661     40906     41574     45513     43733     42719     44491	existing_gpgpu_sim_stat
decode1	paper	MAX_SERVICE_SAME_ROW	5	41789     40793     42146     42171     44614     45076     43825     45458     45412     45128     44564     43888     42766     42872     45581     43950	existing_gpgpu_sim_stat
decode1	paper	MAX_SERVICE_SAME_ROW	6	44393     44289     44852     43258     47758     47359     45763     44805     44835     43835     46256     46680     46578     46199     47715     46961	existing_gpgpu_sim_stat
decode1	paper	MAX_SERVICE_SAME_ROW	7	44097     43606     47288     46701     46009     44949     44058     44624     45356     44518     42684     42311     47978     47464     46075     42480	existing_gpgpu_sim_stat
decode1	paper	MAX_SERVICE_SAME_ROW	8	24853     24853     45925     46162     44567     44924     45291     46002     46241     47327     45413     43952     42932     43480     46983     47241	existing_gpgpu_sim_stat
decode1	paper	MAX_SERVICE_SAME_ROW	9	25384     25385     45439     45134     45940     46156     44353     43756     46157     46405     44671     43970     45099     45110     41137     41123	existing_gpgpu_sim_stat
decode1	paper	READ_ACCESSES	0	249844    249584    250920    250708    253423    253343    250561    250448    252732    252584    250918    250340    251264    250800    249616    249332	existing_gpgpu_sim_stat
decode1	paper	READ_ACCESSES	1	249854    249608    250933    250788    253411    253288    250542    250440    252736    252644    251014    250810    251292    250872    249608    249340	existing_gpgpu_sim_stat
decode1	paper	READ_ACCESSES	10	124784    124660    124654    124592    125290    125331    124974    124932    125558    125502    124894    124650    125043    124872    124484    124344	existing_gpgpu_sim_stat
decode1	paper	READ_ACCESSES	11	124784    124656    124619    124529    125357    125345    124956    124908    125530    125476    124879    124724    125072    124889    124492    124360	existing_gpgpu_sim_stat
decode1	paper	READ_ACCESSES	2	249892    249616    250972    250752    254313    254302    252416    252300    254082    253878    252838    252218    249288    248954    248989    248709	existing_gpgpu_sim_stat
decode1	paper	READ_ACCESSES	3	249882    249612    250972    250776    254248    254104    252454    252340    254202    254050    252865    252593    249324    249002    248980    248704	existing_gpgpu_sim_stat
decode1	paper	READ_ACCESSES	4	124816    124690    124864    124812    125548    125520    125368    125298    126000    125958    125254    125041    124602    124440    124488    124352	existing_gpgpu_sim_stat
decode1	paper	READ_ACCESSES	5	124809    124676    124870    124790    125511    125459    125388    125332    126016    125962    125170    125016    124592    124420    124488    124352	existing_gpgpu_sim_stat
decode1	paper	READ_ACCESSES	6	124821    124696    124878    124844    125239    125222    124964    124906    125676    125628    124758    124586    125066    124884    124488    124352	existing_gpgpu_sim_stat
decode1	paper	READ_ACCESSES	7	124808    124676    124883    124810    125208    125173    124966    124916    125654    125608    124703    124612    125056    124872    124488    124352	existing_gpgpu_sim_stat
decode1	paper	READ_ACCESSES	8	124780    124656    124632    124572    125502    125492    125360    125322    125976    125886    125314    125057    124602    124428    124496    124357	existing_gpgpu_sim_stat
decode1	paper	READ_ACCESSES	9	124772    124644    124605    124517    125529    125500    125413    125362    126000    125938    125309    125120    124608    124440    124500    124370	existing_gpgpu_sim_stat
decode1	paper	ROW_ACCESSES_PER_ACTIVATE	0	4.865158  4.857454  4.844014  4.827026  4.656202  4.675399  4.818369  4.808343  4.935959  4.950636  4.683871  4.691575  4.790921  4.783640  4.920556  4.881329	existing_gpgpu_sim_stat
decode1	paper	ROW_ACCESSES_PER_ACTIVATE	1	4.849805  4.839016  4.829112  4.831450  4.642828  4.663083  4.821142  4.812443  4.932241  4.925573  4.668473  4.690877  4.763702  4.760205  4.926113  4.879206	existing_gpgpu_sim_stat
decode1	paper	ROW_ACCESSES_PER_ACTIVATE	10	4.173720  4.174730  4.153257  4.154057  4.105175  4.109734  4.114935  4.123370  4.126055  4.133336  4.108644  4.113026  4.159184  4.155318  4.208313  4.204739	existing_gpgpu_sim_stat
decode1	paper	ROW_ACCESSES_PER_ACTIVATE	11	4.174412  4.173350  4.165822  4.161843  4.105681  4.110423  4.116250  4.112658  4.131629  4.132257  4.120582  4.130098  4.151911  4.162484  4.197721  4.202311	existing_gpgpu_sim_stat
decode1	paper	ROW_ACCESSES_PER_ACTIVATE	2	4.793750  4.793755  4.763375  4.754750  4.632814  4.633958  4.770236  4.742692  4.866277  4.879952  4.638513  4.641378  4.718396  4.715949  4.864283  4.831641	existing_gpgpu_sim_stat
decode1	paper	ROW_ACCESSES_PER_ACTIVATE	3	4.858859  4.845526  4.822396  4.844255  4.682918  4.685333  4.832375  4.783277  4.930630  4.950194  4.687000  4.713509  4.779931  4.759195  4.919314  4.874839	existing_gpgpu_sim_stat
decode1	paper	ROW_ACCESSES_PER_ACTIVATE	4	4.174769  4.168550  4.164176  4.164765  4.126111  4.132731  4.117619  4.111589  4.152915  4.141775  4.111061  4.116989  4.168428  4.169557  4.217419  4.204173	existing_gpgpu_sim_stat
decode1	paper	ROW_ACCESSES_PER_ACTIVATE	5	4.183556  4.179585  4.155374  4.157639  4.126652  4.115312  4.129520  4.123755  4.140805  4.136484  4.114282  4.119028  4.171839  4.175841  4.201858  4.200819	existing_gpgpu_sim_stat
decode1	paper	ROW_ACCESSES_PER_ACTIVATE	6	4.173972  4.179945  4.157799  4.160214  4.121822  4.124290  4.111129  4.108082  4.147752  4.139809  4.115704  4.122482  4.167263  4.165650  4.208924  4.204637	existing_gpgpu_sim_stat
decode1	paper	ROW_ACCESSES_PER_ACTIVATE	7	4.176172  4.177891  4.174570  4.170907  4.109028  4.115278  4.126448  4.122174  4.134253  4.132094  4.112967  4.120632  4.176471  4.169951  4.203980  4.210296	existing_gpgpu_sim_stat
decode1	paper	ROW_ACCESSES_PER_ACTIVATE	8	4.166264  4.170720  4.152767  4.159542  4.118088  4.118266  4.118106  4.118508  4.138939  4.132388  4.112448  4.109972  4.166257  4.173368  4.210979  4.201787	existing_gpgpu_sim_stat
decode1	paper	ROW_ACCESSES_PER_ACTIVATE	9	4.174186  4.171323  4.157745  4.163028  4.113424  4.120367  4.109382  4.112648  4.140159  4.128336  4.120996  4.117085  4.170750  4.161983  4.201228  4.194617	existing_gpgpu_sim_stat
decode1	paper	WRITE_ACCESSES	0	8550      8556      8930      8932     10268     10268     15250     15240     16554     16564      9019      8980      6844      6856      6156      6156	existing_gpgpu_sim_stat
decode1	paper	WRITE_ACCESSES	1	8546      8548      8934      8940     10288     10280     15228     15220     16536     16544      8920      8920      6852      6856      6160      6156	existing_gpgpu_sim_stat
decode1	paper	WRITE_ACCESSES	10	4248      4248      4572      4572      5320      5320      7486      7482      7988      7986      4604      4604      3372      3372      3072      3072	existing_gpgpu_sim_stat
decode1	paper	WRITE_ACCESSES	11	4248      4248      4570      4568      5324      5320      7512      7506      8004      8000      4596      4596      3372      3372      3072      3072	existing_gpgpu_sim_stat
decode1	paper	WRITE_ACCESSES	2	8576      8570      8970      8968     10396     10400     15482     15484     16564     16566      8932      8900      7036      7040      6164      6164	existing_gpgpu_sim_stat
decode1	paper	WRITE_ACCESSES	3	8568      8566      8980      8976     10384     10384     15478     15494     16568     16582      8900      8896      7044      7040      6164      6164	existing_gpgpu_sim_stat
