scenario	phase	decode_step	global_launch_index	exact_function	grid	block	occurrence	occurrences_at_selector	model_authority	input_authority	driver_sha256	classification	traceg_audit	producer_compatibility
B4_T2048_D32_REPLICATED_CONTROL	DECODE	11	11765	void at::native::vectorized_elementwise_kernel<(int)4, at::native::CUDAFunctorOnSelf_add<float>, at::detail::Array<char *, (int)2>>(int, T2, T3)	1,1,1	128,1,1	1	49	Qwen/Qwen2.5-0.5B-Instruct@7ae557604adf67be50417f59c2c2f167def9a775	CONTROLLED_REPLICATION_OF_ACCEPTED_S2_TEXT;token_sha256=0ab5bfe82130720edcbeac23c83b44b16cd8d21e4ccd5b4ee41c465c9159b4f9	715cd144995d065a195d79aa39e14297c4405366132243fead67494f6b8329ed	CAPTURE_READY	NODE164_TRACEG_NOT_FOUND_BY_READ_ONLY_PATH_AUDIT	NVBIT1771_READY_IF_GLOBAL_INDEX_PHASE_GRID_BLOCK_EXACTLY_BOUND
B4_T2048_D32_REPLICATED_CONTROL	DECODE	11	11782	void at::native::vectorized_elementwise_kernel<(int)4, at::native::CUDAFunctor_add<c10::Half>, at::detail::Array<char *, (int)3>>(int, T2, T3)	1,1,1	128,1,1	1	24	Qwen/Qwen2.5-0.5B-Instruct@7ae557604adf67be50417f59c2c2f167def9a775	CONTROLLED_REPLICATION_OF_ACCEPTED_S2_TEXT;token_sha256=0ab5bfe82130720edcbeac23c83b44b16cd8d21e4ccd5b4ee41c465c9159b4f9	715cd144995d065a195d79aa39e14297c4405366132243fead67494f6b8329ed	CAPTURE_READY	NODE164_TRACEG_NOT_FOUND_BY_READ_ONLY_PATH_AUDIT	NVBIT1771_READY_IF_GLOBAL_INDEX_PHASE_GRID_BLOCK_EXACTLY_BOUND
B4_T2048_D32_REPLICATED_CONTROL	DECODE	11	11777	void at::native::vectorized_elementwise_kernel<(int)4, at::native::CUDAFunctor_add<c10::Half>, at::detail::Array<char *, (int)3>>(int, T2, T3)	7,1,1	128,1,1	1	72	Qwen/Qwen2.5-0.5B-Instruct@7ae557604adf67be50417f59c2c2f167def9a775	CONTROLLED_REPLICATION_OF_ACCEPTED_S2_TEXT;token_sha256=0ab5bfe82130720edcbeac23c83b44b16cd8d21e4ccd5b4ee41c465c9159b4f9	715cd144995d065a195d79aa39e14297c4405366132243fead67494f6b8329ed	CAPTURE_READY	NODE164_TRACEG_NOT_FOUND_BY_READ_ONLY_PATH_AUDIT	NVBIT1771_READY_IF_GLOBAL_INDEX_PHASE_GRID_BLOCK_EXACTLY_BOUND
B4_T2048_D32_REPLICATED_CONTROL	DECODE	11	11756	void at::native::vectorized_elementwise_kernel<(int)4, at::native::cos_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 2)]::operator ()() const::[lambda() (instance 2)]::operator ()() const::[lambda(float) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)	1,1,1	128,1,1	1	1	Qwen/Qwen2.5-0.5B-Instruct@7ae557604adf67be50417f59c2c2f167def9a775	CONTROLLED_REPLICATION_OF_ACCEPTED_S2_TEXT;token_sha256=0ab5bfe82130720edcbeac23c83b44b16cd8d21e4ccd5b4ee41c465c9159b4f9	715cd144995d065a195d79aa39e14297c4405366132243fead67494f6b8329ed	CAPTURE_READY	NODE164_TRACEG_NOT_FOUND_BY_READ_ONLY_PATH_AUDIT	NVBIT1771_READY_IF_GLOBAL_INDEX_PHASE_GRID_BLOCK_EXACTLY_BOUND
B4_T2048_D32_REPLICATED_CONTROL	DECODE	11	11766	void at::native::vectorized_elementwise_kernel<(int)4, at::native::rsqrt_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 2)]::operator ()() const::[lambda() (instance 2)]::operator ()() const::[lambda(float) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)	1,1,1	128,1,1	1	49	Qwen/Qwen2.5-0.5B-Instruct@7ae557604adf67be50417f59c2c2f167def9a775	CONTROLLED_REPLICATION_OF_ACCEPTED_S2_TEXT;token_sha256=0ab5bfe82130720edcbeac23c83b44b16cd8d21e4ccd5b4ee41c465c9159b4f9	715cd144995d065a195d79aa39e14297c4405366132243fead67494f6b8329ed	CAPTURE_READY	NODE164_TRACEG_NOT_FOUND_BY_READ_ONLY_PATH_AUDIT	NVBIT1771_READY_IF_GLOBAL_INDEX_PHASE_GRID_BLOCK_EXACTLY_BOUND
B4_T2048_D32_REPLICATED_CONTROL	DECODE	11	11757	void at::native::vectorized_elementwise_kernel<(int)4, at::native::sin_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 2)]::operator ()() const::[lambda() (instance 2)]::operator ()() const::[lambda(float) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)	1,1,1	128,1,1	1	1	Qwen/Qwen2.5-0.5B-Instruct@7ae557604adf67be50417f59c2c2f167def9a775	CONTROLLED_REPLICATION_OF_ACCEPTED_S2_TEXT;token_sha256=0ab5bfe82130720edcbeac23c83b44b16cd8d21e4ccd5b4ee41c465c9159b4f9	715cd144995d065a195d79aa39e14297c4405366132243fead67494f6b8329ed	CAPTURE_READY	NODE164_TRACEG_NOT_FOUND_BY_READ_ONLY_PATH_AUDIT	NVBIT1771_READY_IF_GLOBAL_INDEX_PHASE_GRID_BLOCK_EXACTLY_BOUND
B4_T2048_D32_REPLICATED_CONTROL	DECODE	11	11763	void at::native::vectorized_elementwise_kernel<(int)4, void at::native::<unnamed>::pow_tensor_scalar_kernel_impl<float, float>(at::TensorIteratorBase &, T2)::[lambda(float) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)	7,1,1	128,1,1	1	49	Qwen/Qwen2.5-0.5B-Instruct@7ae557604adf67be50417f59c2c2f167def9a775	CONTROLLED_REPLICATION_OF_ACCEPTED_S2_TEXT;token_sha256=0ab5bfe82130720edcbeac23c83b44b16cd8d21e4ccd5b4ee41c465c9159b4f9	715cd144995d065a195d79aa39e14297c4405366132243fead67494f6b8329ed	CAPTURE_READY	NODE164_TRACEG_NOT_FOUND_BY_READ_ONLY_PATH_AUDIT	NVBIT1771_READY_IF_GLOBAL_INDEX_PHASE_GRID_BLOCK_EXACTLY_BOUND
B4_T2048_D32_REPLICATED_CONTROL	DECODE	11	11804	void cublasLt::splitKreduce_kernel<(int)32, (int)16, int, __half, __half, float, __half, (bool)1, (bool)0, (bool)0>(cublasLt::cublasSplitKParams<T6>, const T4 *, const T5 *, T5 *, const T6 *, const T6 *, const T7 *, const T4 *, T7 *, void *, long, T6 *, int *)	28,1,1	32,16,1	1	24	Qwen/Qwen2.5-0.5B-Instruct@7ae557604adf67be50417f59c2c2f167def9a775	CONTROLLED_REPLICATION_OF_ACCEPTED_S2_TEXT;token_sha256=0ab5bfe82130720edcbeac23c83b44b16cd8d21e4ccd5b4ee41c465c9159b4f9	715cd144995d065a195d79aa39e14297c4405366132243fead67494f6b8329ed	CAPTURE_READY	NODE164_TRACEG_NOT_FOUND_BY_READ_ONLY_PATH_AUDIT	NVBIT1771_READY_IF_GLOBAL_INDEX_PHASE_GRID_BLOCK_EXACTLY_BOUND
B4_T2048_D32_REPLICATED_CONTROL	DECODE	11	11771	void cutlass::Kernel2<cutlass_80_wmma_tensorop_f16_s161616gemm_f16_16x16_128x1_tn_align8>(T1::Params)	8,1,1	32,1,1	1	48	Qwen/Qwen2.5-0.5B-Instruct@7ae557604adf67be50417f59c2c2f167def9a775	CONTROLLED_REPLICATION_OF_ACCEPTED_S2_TEXT;token_sha256=0ab5bfe82130720edcbeac23c83b44b16cd8d21e4ccd5b4ee41c465c9159b4f9	715cd144995d065a195d79aa39e14297c4405366132243fead67494f6b8329ed	CAPTURE_READY	NODE164_TRACEG_NOT_FOUND_BY_READ_ONLY_PATH_AUDIT	NVBIT1771_READY_IF_GLOBAL_INDEX_PHASE_GRID_BLOCK_EXACTLY_BOUND
B4_T2048_D32_REPLICATED_CONTROL	DECODE	11	12826	void cutlass::Kernel2<cutlass_80_wmma_tensorop_f16_s161616gemm_f16_16x16_128x2_tn_align8>(T1::Params)	8,1187,1	32,1,1	1	1	Qwen/Qwen2.5-0.5B-Instruct@7ae557604adf67be50417f59c2c2f167def9a775	CONTROLLED_REPLICATION_OF_ACCEPTED_S2_TEXT;token_sha256=0ab5bfe82130720edcbeac23c83b44b16cd8d21e4ccd5b4ee41c465c9159b4f9	715cd144995d065a195d79aa39e14297c4405366132243fead67494f6b8329ed	CAPTURE_READY	NODE164_TRACEG_NOT_FOUND_BY_READ_ONLY_PATH_AUDIT	NVBIT1771_READY_IF_GLOBAL_INDEX_PHASE_GRID_BLOCK_EXACTLY_BOUND
B4_T2048_D32_REPLICATED_CONTROL	DECODE	11	11799	void cutlass::Kernel2<cutlass_80_wmma_tensorop_f16_s161616gemm_f16_16x16_128x2_tn_align8>(T1::Params)	8,38,1	32,1,1	1	48	Qwen/Qwen2.5-0.5B-Instruct@7ae557604adf67be50417f59c2c2f167def9a775	CONTROLLED_REPLICATION_OF_ACCEPTED_S2_TEXT;token_sha256=0ab5bfe82130720edcbeac23c83b44b16cd8d21e4ccd5b4ee41c465c9159b4f9	715cd144995d065a195d79aa39e14297c4405366132243fead67494f6b8329ed	CAPTURE_READY	NODE164_TRACEG_NOT_FOUND_BY_READ_ONLY_PATH_AUDIT	NVBIT1771_READY_IF_GLOBAL_INDEX_PHASE_GRID_BLOCK_EXACTLY_BOUND
B4_T2048_D32_REPLICATED_CONTROL	DECODE	11	11770	void cutlass::Kernel2<cutlass_80_wmma_tensorop_f16_s161616gemm_f16_16x16_128x2_tn_align8>(T1::Params)	8,7,1	32,1,1	1	48	Qwen/Qwen2.5-0.5B-Instruct@7ae557604adf67be50417f59c2c2f167def9a775	CONTROLLED_REPLICATION_OF_ACCEPTED_S2_TEXT;token_sha256=0ab5bfe82130720edcbeac23c83b44b16cd8d21e4ccd5b4ee41c465c9159b4f9	715cd144995d065a195d79aa39e14297c4405366132243fead67494f6b8329ed	CAPTURE_READY	NODE164_TRACEG_NOT_FOUND_BY_READ_ONLY_PATH_AUDIT	NVBIT1771_READY_IF_GLOBAL_INDEX_PHASE_GRID_BLOCK_EXACTLY_BOUND
B4_T2048_D32_REPLICATED_CONTROL	DECODE	11	11803	void cutlass::Kernel2<cutlass_80_wmma_tensorop_f16_s161616gemm_f16_16x16_128x2_tn_align8>(T1::Params)	8,7,16	32,1,1	1	24	Qwen/Qwen2.5-0.5B-Instruct@7ae557604adf67be50417f59c2c2f167def9a775	CONTROLLED_REPLICATION_OF_ACCEPTED_S2_TEXT;token_sha256=0ab5bfe82130720edcbeac23c83b44b16cd8d21e4ccd5b4ee41c465c9159b4f9	715cd144995d065a195d79aa39e14297c4405366132243fead67494f6b8329ed	CAPTURE_READY	NODE164_TRACEG_NOT_FOUND_BY_READ_ONLY_PATH_AUDIT	NVBIT1771_READY_IF_GLOBAL_INDEX_PHASE_GRID_BLOCK_EXACTLY_BOUND
B4_T2048_D32_REPLICATED_CONTROL	DECODE	11	11754	void gemmk1_kernel<int, float, (int)256, (int)5, (bool)1, (bool)0, (bool)0, (bool)0, cublasGemvTensorStridedBatched<const float>, cublasGemvTensorStridedBatched<const float>, cublasGemvTensorStridedBatched<float>, float, (int)0>(cublasGemmk1Params<T2, T9, T10, T11, T12, biasType<T11::value_type, T12>::type>)	1,1,1	256,1,1	1	1	Qwen/Qwen2.5-0.5B-Instruct@7ae557604adf67be50417f59c2c2f167def9a775	CONTROLLED_REPLICATION_OF_ACCEPTED_S2_TEXT;token_sha256=0ab5bfe82130720edcbeac23c83b44b16cd8d21e4ccd5b4ee41c465c9159b4f9	715cd144995d065a195d79aa39e14297c4405366132243fead67494f6b8329ed	CAPTURE_READY	NODE164_TRACEG_NOT_FOUND_BY_READ_ONLY_PATH_AUDIT	NVBIT1771_READY_IF_GLOBAL_INDEX_PHASE_GRID_BLOCK_EXACTLY_BOUND
B4_T2048_D32_REPLICATED_CONTROL	DECODE	11	11788	void pytorch_flash::flash_fwd_splitkv_combine_kernel<pytorch_flash::Flash_fwd_kernel_traits<(int)64, (int)64, (int)256, (int)4, (bool)0, (bool)0, cutlass::half_t, pytorch_flash::Flash_kernel_traits<(int)64, (int)64, (int)256, (int)4, cutlass::half_t>>, (int)8, (int)3, (bool)1>(pytorch_flash::Flash_fwd_params)	7,1,1	128,1,1	1	24	Qwen/Qwen2.5-0.5B-Instruct@7ae557604adf67be50417f59c2c2f167def9a775	CONTROLLED_REPLICATION_OF_ACCEPTED_S2_TEXT;token_sha256=0ab5bfe82130720edcbeac23c83b44b16cd8d21e4ccd5b4ee41c465c9159b4f9	715cd144995d065a195d79aa39e14297c4405366132243fead67494f6b8329ed	CAPTURE_READY	NODE164_TRACEG_NOT_FOUND_BY_READ_ONLY_PATH_AUDIT	NVBIT1771_READY_IF_GLOBAL_INDEX_PHASE_GRID_BLOCK_EXACTLY_BOUND
B4_T2048_D32_REPLICATED_CONTROL	DECODE	11	11787	void pytorch_flash::flash_fwd_splitkv_kernel<pytorch_flash::Flash_fwd_kernel_traits<(int)64, (int)64, (int)256, (int)4, (bool)0, (bool)0, cutlass::half_t, pytorch_flash::Flash_kernel_traits<(int)64, (int)64, (int)256, (int)4, cutlass::half_t>>, (bool)0, (bool)0, (bool)0, (bool)0, (bool)1, (bool)1, (bool)0>(pytorch_flash::Flash_fwd_params)	1,5,56	128,1,1	1	24	Qwen/Qwen2.5-0.5B-Instruct@7ae557604adf67be50417f59c2c2f167def9a775	CONTROLLED_REPLICATION_OF_ACCEPTED_S2_TEXT;token_sha256=0ab5bfe82130720edcbeac23c83b44b16cd8d21e4ccd5b4ee41c465c9159b4f9	715cd144995d065a195d79aa39e14297c4405366132243fead67494f6b8329ed	CAPTURE_READY	NODE164_TRACEG_NOT_FOUND_BY_READ_ONLY_PATH_AUDIT	NVBIT1771_READY_IF_GLOBAL_INDEX_PHASE_GRID_BLOCK_EXACTLY_BOUND
B4_T2048_D32_REPLICATED_CONTROL	DECODE	12	12829	void <unnamed>::elementwise_kernel_with_index<int, at::native::arange_cuda_out(const c10::Scalar &, const c10::Scalar &, const c10::Scalar &, at::Tensor &)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 4)]::operator ()() const::[lambda(long) (instance 1)]>(T1, T2, function_traits<T2>::result_type *)	1,1,1	64,1,1	1	1	Qwen/Qwen2.5-0.5B-Instruct@7ae557604adf67be50417f59c2c2f167def9a775	CONTROLLED_REPLICATION_OF_ACCEPTED_S2_TEXT;token_sha256=0ab5bfe82130720edcbeac23c83b44b16cd8d21e4ccd5b4ee41c465c9159b4f9	715cd144995d065a195d79aa39e14297c4405366132243fead67494f6b8329ed	CAPTURE_READY	NODE164_TRACEG_NOT_FOUND_BY_READ_ONLY_PATH_AUDIT	NVBIT1771_READY_IF_GLOBAL_INDEX_PHASE_GRID_BLOCK_EXACTLY_BOUND
B4_T2048_D32_REPLICATED_CONTROL	DECODE	12	12852	void at::native::<unnamed>::CatArrayBatchedCopy<at::native::<unnamed>::OpaqueType<(unsigned int)2>, unsigned int, (int)4, (int)64, (int)64>(T1 *, at::native::<unnamed>::CatArrInputTensorMetadata<T1, T2, T4, T5>, at::native::<unnamed>::TensorSizeStride<T2, (unsigned int)4>, int, T2)	152,2,1	512,1,1	1	48	Qwen/Qwen2.5-0.5B-Instruct@7ae557604adf67be50417f59c2c2f167def9a775	CONTROLLED_REPLICATION_OF_ACCEPTED_S2_TEXT;token_sha256=0ab5bfe82130720edcbeac23c83b44b16cd8d21e4ccd5b4ee41c465c9159b4f9	715cd144995d065a195d79aa39e14297c4405366132243fead67494f6b8329ed	CAPTURE_READY	NODE164_TRACEG_NOT_FOUND_BY_READ_ONLY_PATH_AUDIT	NVBIT1771_READY_IF_GLOBAL_INDEX_PHASE_GRID_BLOCK_EXACTLY_BOUND
B4_T2048_D32_REPLICATED_CONTROL	DECODE	12	12832	void at::native::<unnamed>::CatArrayBatchedCopy_aligned16_contig<at::native::<unnamed>::OpaqueType<(unsigned int)4>, unsigned int, (int)3, (int)128, (int)1>(T1 *, at::native::<unnamed>::CatArrInputTensorMetadata<T1, T2, T4, T5>, at::native::<unnamed>::TensorSizeStride<T2, (unsigned int)4>, int, T2)	1,2,1	128,1,1	1	1	Qwen/Qwen2.5-0.5B-Instruct@7ae557604adf67be50417f59c2c2f167def9a775	CONTROLLED_REPLICATION_OF_ACCEPTED_S2_TEXT;token_sha256=0ab5bfe82130720edcbeac23c83b44b16cd8d21e4ccd5b4ee41c465c9159b4f9	715cd144995d065a195d79aa39e14297c4405366132243fead67494f6b8329ed	CAPTURE_READY	NODE164_TRACEG_NOT_FOUND_BY_READ_ONLY_PATH_AUDIT	NVBIT1771_READY_IF_GLOBAL_INDEX_PHASE_GRID_BLOCK_EXACTLY_BOUND
B4_T2048_D32_REPLICATED_CONTROL	DECODE	12	12860	void at::native::<unnamed>::CatArrayBatchedCopy_contig<at::native::<unnamed>::OpaqueType<(unsigned int)2>, unsigned int, (int)4, (int)128, (int)1>(T1 *, at::native::<unnamed>::CatArrInputTensorMetadata<T1, T2, T4, T5>, at::native::<unnamed>::TensorSizeStride<T2, (unsigned int)4>, int, T2)	152,2,1	512,1,1	1	48	Qwen/Qwen2.5-0.5B-Instruct@7ae557604adf67be50417f59c2c2f167def9a775	CONTROLLED_REPLICATION_OF_ACCEPTED_S2_TEXT;token_sha256=0ab5bfe82130720edcbeac23c83b44b16cd8d21e4ccd5b4ee41c465c9159b4f9	715cd144995d065a195d79aa39e14297c4405366132243fead67494f6b8329ed	CAPTURE_READY	NODE164_TRACEG_NOT_FOUND_BY_READ_ONLY_PATH_AUDIT	NVBIT1771_READY_IF_GLOBAL_INDEX_PHASE_GRID_BLOCK_EXACTLY_BOUND
B4_T2048_D32_REPLICATED_CONTROL	DECODE	12	12828	void at::native::<unnamed>::indexSelectSmallIndex<c10::Half, long, unsigned int, (int)2, (int)2, (int)-2>(at::cuda::detail::TensorInfo<T1, T3>, at::cuda::detail::TensorInfo<const T1, T3>, at::cuda::detail::TensorInfo<const T2, T3>, int, int, T3, long)	7,1,1	128,1,1	1	1	Qwen/Qwen2.5-0.5B-Instruct@7ae557604adf67be50417f59c2c2f167def9a775	CONTROLLED_REPLICATION_OF_ACCEPTED_S2_TEXT;token_sha256=0ab5bfe82130720edcbeac23c83b44b16cd8d21e4ccd5b4ee41c465c9159b4f9	715cd144995d065a195d79aa39e14297c4405366132243fead67494f6b8329ed	CAPTURE_READY	NODE164_TRACEG_NOT_FOUND_BY_READ_ONLY_PATH_AUDIT	NVBIT1771_READY_IF_GLOBAL_INDEX_PHASE_GRID_BLOCK_EXACTLY_BOUND
B4_T2048_D32_REPLICATED_CONTROL	DECODE	12	12844	void at::native::elementwise_kernel<(int)128, (int)2, void at::native::gpu_kernel_impl_nocast<at::native::BinaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float>>>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)	14,1,1	128,1,1	1	49	Qwen/Qwen2.5-0.5B-Instruct@7ae557604adf67be50417f59c2c2f167def9a775	CONTROLLED_REPLICATION_OF_ACCEPTED_S2_TEXT;token_sha256=0ab5bfe82130720edcbeac23c83b44b16cd8d21e4ccd5b4ee41c465c9159b4f9	715cd144995d065a195d79aa39e14297c4405366132243fead67494f6b8329ed	CAPTURE_READY	NODE164_TRACEG_NOT_FOUND_BY_READ_ONLY_PATH_AUDIT	NVBIT1771_READY_IF_GLOBAL_INDEX_PHASE_GRID_BLOCK_EXACTLY_BOUND
B4_T2048_D32_REPLICATED_CONTROL	DECODE	12	12855	void at::native::elementwise_kernel<(int)128, (int)4, void at::native::gpu_kernel_impl_nocast<at::native::BinaryFunctor<c10::Half, c10::Half, c10::Half, at::native::binary_internal::MulFunctor<float>>>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)	1,1,1	128,1,1	1	48	Qwen/Qwen2.5-0.5B-Instruct@7ae557604adf67be50417f59c2c2f167def9a775	CONTROLLED_REPLICATION_OF_ACCEPTED_S2_TEXT;token_sha256=0ab5bfe82130720edcbeac23c83b44b16cd8d21e4ccd5b4ee41c465c9159b4f9	715cd144995d065a195d79aa39e14297c4405366132243fead67494f6b8329ed	CAPTURE_READY	NODE164_TRACEG_NOT_FOUND_BY_READ_ONLY_PATH_AUDIT	NVBIT1771_READY_IF_GLOBAL_INDEX_PHASE_GRID_BLOCK_EXACTLY_BOUND
B4_T2048_D32_REPLICATED_CONTROL	DECODE	12	12846	void at::native::elementwise_kernel<(int)128, (int)4, void at::native::gpu_kernel_impl_nocast<at::native::BinaryFunctor<c10::Half, c10::Half, c10::Half, at::native::binary_internal::MulFunctor<float>>>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)	7,1,1	128,1,1	1	97	Qwen/Qwen2.5-0.5B-Instruct@7ae557604adf67be50417f59c2c2f167def9a775	CONTROLLED_REPLICATION_OF_ACCEPTED_S2_TEXT;token_sha256=0ab5bfe82130720edcbeac23c83b44b16cd8d21e4ccd5b4ee41c465c9159b4f9	715cd144995d065a195d79aa39e14297c4405366132243fead67494f6b8329ed	CAPTURE_READY	NODE164_TRACEG_NOT_FOUND_BY_READ_ONLY_PATH_AUDIT	NVBIT1771_READY_IF_GLOBAL_INDEX_PHASE_GRID_BLOCK_EXACTLY_BOUND
B4_T2048_D32_REPLICATED_CONTROL	DECODE	12	12862	void at::native::elementwise_kernel<(int)128, (int)4, void at::native::gpu_kernel_impl_nocast<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 3)]::operator ()() const::[lambda() (instance 10)]::operator ()() const::[lambda(c10::Half) (instance 1)]>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)	14420,1,1	128,1,1	1	48	Qwen/Qwen2.5-0.5B-Instruct@7ae557604adf67be50417f59c2c2f167def9a775	CONTROLLED_REPLICATION_OF_ACCEPTED_S2_TEXT;token_sha256=0ab5bfe82130720edcbeac23c83b44b16cd8d21e4ccd5b4ee41c465c9159b4f9	715cd144995d065a195d79aa39e14297c4405366132243fead67494f6b8329ed	CAPTURE_READY	NODE164_TRACEG_NOT_FOUND_BY_READ_ONLY_PATH_AUDIT	NVBIT1771_READY_IF_GLOBAL_INDEX_PHASE_GRID_BLOCK_EXACTLY_BOUND
B4_T2048_D32_REPLICATED_CONTROL	DECODE	12	12856	void at::native::elementwise_kernel<(int)128, (int)4, void at::native::gpu_kernel_impl_nocast<at::native::neg_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 2)]::operator ()() const::[lambda() (instance 8)]::operator ()() const::[lambda(c10::Half) (instance 1)]>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)	1,1,1	128,1,1	1	24	Qwen/Qwen2.5-0.5B-Instruct@7ae557604adf67be50417f59c2c2f167def9a775	CONTROLLED_REPLICATION_OF_ACCEPTED_S2_TEXT;token_sha256=0ab5bfe82130720edcbeac23c83b44b16cd8d21e4ccd5b4ee41c465c9159b4f9	715cd144995d065a195d79aa39e14297c4405366132243fead67494f6b8329ed	CAPTURE_READY	NODE164_TRACEG_NOT_FOUND_BY_READ_ONLY_PATH_AUDIT	NVBIT1771_READY_IF_GLOBAL_INDEX_PHASE_GRID_BLOCK_EXACTLY_BOUND
B4_T2048_D32_REPLICATED_CONTROL	DECODE	12	12851	void at::native::elementwise_kernel<(int)128, (int)4, void at::native::gpu_kernel_impl_nocast<at::native::neg_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 2)]::operator ()() const::[lambda() (instance 8)]::operator ()() const::[lambda(c10::Half) (instance 1)]>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)	4,1,1	128,1,1	1	24	Qwen/Qwen2.5-0.5B-Instruct@7ae557604adf67be50417f59c2c2f167def9a775	CONTROLLED_REPLICATION_OF_ACCEPTED_S2_TEXT;token_sha256=0ab5bfe82130720edcbeac23c83b44b16cd8d21e4ccd5b4ee41c465c9159b4f9	715cd144995d065a195d79aa39e14297c4405366132243fead67494f6b8329ed	CAPTURE_READY	NODE164_TRACEG_NOT_FOUND_BY_READ_ONLY_PATH_AUDIT	NVBIT1771_READY_IF_GLOBAL_INDEX_PHASE_GRID_BLOCK_EXACTLY_BOUND
B4_T2048_D32_REPLICATED_CONTROL	DECODE	12	12841	void at::native::reduce_kernel<(int)512, (int)1, at::native::ReduceOp<float, at::native::MeanOps<float, float, float, float>, unsigned int, float, (int)4>>(T3)	1,1,1	128,4,1	1	49	Qwen/Qwen2.5-0.5B-Instruct@7ae557604adf67be50417f59c2c2f167def9a775	CONTROLLED_REPLICATION_OF_ACCEPTED_S2_TEXT;token_sha256=0ab5bfe82130720edcbeac23c83b44b16cd8d21e4ccd5b4ee41c465c9159b4f9	715cd144995d065a195d79aa39e14297c4405366132243fead67494f6b8329ed	CAPTURE_READY	NODE164_TRACEG_NOT_FOUND_BY_READ_ONLY_PATH_AUDIT	NVBIT1771_READY_IF_GLOBAL_INDEX_PHASE_GRID_BLOCK_EXACTLY_BOUND
B4_T2048_D32_REPLICATED_CONTROL	DECODE	12	12837	void at::native::unrolled_elementwise_kernel<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 3)]::operator ()() const::[lambda() (instance 10)]::operator ()() const::[lambda(c10::Half) (instance 1)], at::detail::Array<char *, (int)2>, TrivialOffsetCalculator<(int)1, unsigned int>, TrivialOffsetCalculator<(int)1, unsigned int>, at::native::memory::LoadWithCast<(int)1>, at::native::memory::StoreWithCast<(int)1>>(int, T1, T2, T3, T4, T5, T6)	1,1,1	128,1,1	1	2	Qwen/Qwen2.5-0.5B-Instruct@7ae557604adf67be50417f59c2c2f167def9a775	CONTROLLED_REPLICATION_OF_ACCEPTED_S2_TEXT;token_sha256=0ab5bfe82130720edcbeac23c83b44b16cd8d21e4ccd5b4ee41c465c9159b4f9	715cd144995d065a195d79aa39e14297c4405366132243fead67494f6b8329ed	CAPTURE_READY	NODE164_TRACEG_NOT_FOUND_BY_READ_ONLY_PATH_AUDIT	NVBIT1771_READY_IF_GLOBAL_INDEX_PHASE_GRID_BLOCK_EXACTLY_BOUND
B4_T2048_D32_REPLICATED_CONTROL	DECODE	12	12845	void at::native::unrolled_elementwise_kernel<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 3)]::operator ()() const::[lambda() (instance 10)]::operator ()() const::[lambda(c10::Half) (instance 1)], at::detail::Array<char *, (int)2>, TrivialOffsetCalculator<(int)1, unsigned int>, TrivialOffsetCalculator<(int)1, unsigned int>, at::native::memory::LoadWithCast<(int)1>, at::native::memory::StoreWithCast<(int)1>>(int, T1, T2, T3, T4, T5, T6)	7,1,1	128,1,1	1	49	Qwen/Qwen2.5-0.5B-Instruct@7ae557604adf67be50417f59c2c2f167def9a775	CONTROLLED_REPLICATION_OF_ACCEPTED_S2_TEXT;token_sha256=0ab5bfe82130720edcbeac23c83b44b16cd8d21e4ccd5b4ee41c465c9159b4f9	715cd144995d065a195d79aa39e14297c4405366132243fead67494f6b8329ed	CAPTURE_READY	NODE164_TRACEG_NOT_FOUND_BY_READ_ONLY_PATH_AUDIT	NVBIT1771_READY_IF_GLOBAL_INDEX_PHASE_GRID_BLOCK_EXACTLY_BOUND
